,Potential_Customer,Cust_Last_Purchase,InAct_Last,InAct_First,Status_Cust,Status_Latest_Ad,Age,Gender,Cust_Prop,Cust_Ann_Income,total_pur_3years,total_pur_5years,total_ad_res_1year,total_ad_res_3years,total_ad_res_5years
1255,0,5.0,19,119,A,1,59.0,M,H,34010.0,9,26,19,52,100
1256,0,5.0,18,67,S,1,73.0,F,H,34010.0,5,18,19,51,80
1257,0,5.0,22,102,S,1,73.0,M,H,34010.0,3,34,18,32,78
1258,0,5.0,18,32,A,0,52.0,F,H,31388.0,7,7,18,42,38
1259,0,5.0,24,68,A,0,52.0,M,U,31388.0,4,10,10,24,38
1260,1,5.0,16,89,A,1,52.0,F,H,30640.0,11,23,21,52,88
1261,0,20.0,18,88,S,1,58.0,F,H,30640.0,7,21,20,52,86
1262,0,20.0,15,29,A,0,78.0,M,H,37418.0,4,4,15,31,29
1263,0,20.0,16,41,E,0,78.0,M,U,37418.0,5,7,8,20,24
1264,1,20.0,16,45,S,1,78.0,M,H,37418.0,6,13,33,62,77
1265,1,5.0,15,130,S,1,78.0,M,H,36654.0,14,45,19,51,100
1266,0,10.0,18,24,N,0,60.0,M,U,37451.0,3,3,18,34,29
1267,1,10.0,17,88,A,1,60.0,M,H,53722.0,7,11,19,35,62
1268,1,5.0,17,81,A,1,55.0,M,H,37323.0,12,23,19,39,71
1269,1,15.0,5,67,A,1,71.0,M,U,35075.0,7,21,25,52,79
1270,1,12.0,17,110,A,1,71.0,F,H,39302.0,1,26,17,30,75
1271,1,15.0,18,41,A,0,71.0,F,H,39302.0,4,7,16,45,48
1272,1,10.0,18,107,A,1,27.0,M,H,37183.0,5,20,19,50,103
1273,1,10.0,18,54,E,1,47.0,M,U,37183.0,4,8,8,20,31
1274,1,5.0,18,21,N,0,47.0,M,U,37183.0,3,4,21,28,27
1275,0,5.0,19,129,S,1,47.0,F,U,37183.0,11,43,19,44,102
1276,1,5.0,18,98,S,1,70.0,M,U,37183.0,8,35,15,48,94
1277,0,5.0,20,75,S,1,70.0,M,H,36928.0,7,16,21,49,76
1278,1,5.0,18,64,S,1,79.0,F,H,36928.0,14,25,20,49,66
1279,1,5.0,15,123,A,1,65.0,F,H,36928.0,6,20,16,41,82
1280,1,10.0,15,119,S,1,45.0,M,H,35890.0,5,20,21,45,99
1281,0,12.0,19,68,A,0,62.0,M,H,35890.0,5,11,21,53,78
1282,1,12.0,19,64,A,1,67.0,M,H,39394.0,10,20,21,54,77
1283,0,20.0,17,125,S,1,77.0,F,H,36898.0,7,25,11,25,50
1284,0,20.0,21,105,A,1,73.0,M,U,36898.0,7,42,19,49,103
1285,0,20.0,27,81,A,0,67.0,M,H,44917.0,1,8,14,33,68
1286,0,20.0,15,24,N,0,59.0,F,H,39172.0,5,6,21,37,33
1287,0,20.0,26,42,A,0,46.0,F,H,39172.0,1,3,13,31,40
1288,0,20.0,6,52,A,0,87.0,M,H,33284.0,2,13,43,63,86
1289,0,20.0,17,73,A,1,85.0,M,U,33284.0,7,13,19,45,71
1290,1,20.0,17,44,A,0,71.0,F,H,33933.0,3,4,20,46,51
1291,1,5.0,19,105,S,1,60.0,M,H,36911.0,6,21,19,50,90
1292,0,10.0,20,44,A,0,74.0,F,U,40685.0,2,4,18,34,44
1293,0,10.0,15,93,E,1,74.0,F,U,40685.0,6,42,14,26,61
1294,1,10.0,17,125,S,1,74.0,M,H,48058.0,4,28,18,45,100
1295,0,5.0,21,91,A,1,74.0,M,U,48058.0,2,17,10,28,65
1296,1,5.0,17,128,A,1,57.0,F,H,48058.0,2,20,20,53,107
1297,1,5.0,16,32,A,1,57.0,F,H,33707.0,7,7,19,39,34
1298,1,4.0,4,112,S,1,65.0,M,H,33707.0,8,46,37,52,107
1299,1,27.0,16,20,N,0,54.0,M,H,33707.0,3,3,20,32,26
1300,0,10.0,17,122,S,1,74.0,F,H,33707.0,3,33,14,37,91
1301,0,10.0,15,41,S,1,77.0,M,U,58984.0,13,18,20,49,50
1302,0,10.0,26,64,A,0,77.0,M,H,59458.0,2,11,16,37,72
1303,0,10.0,24,44,S,1,35.0,M,H,59458.0,14,20,17,50,55
1304,0,10.0,21,100,A,1,84.0,F,U,59458.0,6,15,20,46,73
1305,1,10.0,20,113,S,1,79.0,F,H,47308.0,9,28,19,50,96
1306,0,25.0,17,80,A,0,17.0,F,H,47308.0,5,9,19,39,68
1307,1,25.0,19,64,A,0,40.0,M,H,77368.0,6,14,19,50,75
1308,1,5.0,16,81,A,0,81.0,F,U,77368.0,4,11,18,33,53
1309,0,8.0,16,52,A,0,81.0,F,U,34699.0,12,22,26,58,74
1310,1,8.0,18,130,A,1,81.0,F,H,34699.0,5,18,12,36,61
1311,1,20.0,21,80,A,0,67.0,M,H,34699.0,5,9,18,46,65
1312,1,5.0,15,23,N,0,52.0,F,U,34699.0,4,5,20,32,27
1313,0,25.0,18,81,E,1,61.0,M,U,34699.0,8,34,6,18,44
1314,1,25.0,17,128,S,1,47.0,F,H,58401.0,3,17,17,42,87
1315,1,25.0,23,87,A,1,27.0,F,H,47080.0,6,13,18,49,79
1316,1,15.0,18,120,A,0,27.0,F,H,54367.0,6,15,20,49,78
1317,1,10.0,19,28,A,1,27.0,M,U,54367.0,7,8,19,38,35
1318,1,18.0,16,20,N,0,36.0,F,H,54367.0,4,4,20,32,27
1319,0,3.0,18,126,A,1,81.0,M,H,43072.0,8,48,19,50,126
1320,1,3.0,18,32,A,0,57.0,M,U,43072.0,10,12,19,44,43
1321,1,40.0,4,64,S,1,57.0,M,H,48783.0,15,46,46,77,141
1322,0,10.0,18,24,N,0,21.0,F,H,48783.0,4,6,21,36,33
1323,0,10.0,16,32,A,0,53.0,F,H,43804.0,7,8,20,42,38
1324,0,10.0,16,64,A,0,73.0,F,U,43804.0,2,8,21,49,72
1325,1,10.0,19,92,A,1,73.0,M,U,54911.0,2,12,21,47,84
1326,1,15.0,16,113,S,1,73.0,F,H,41086.0,4,34,21,50,106
1327,1,15.0,18,111,A,0,35.0,F,H,41086.0,1,11,14,27,70
1328,1,20.0,18,29,A,1,49.0,F,H,48866.0,12,12,20,42,39
1329,0,15.0,18,57,A,1,57.0,F,U,48866.0,3,17,30,61,101
1330,0,15.0,17,21,N,0,82.0,M,U,48866.0,4,4,19,31,27
1331,0,15.0,18,92,A,1,82.0,M,H,32316.0,2,14,19,39,90
1332,0,15.0,17,64,E,1,67.0,M,U,32316.0,7,11,7,16,32
1333,1,15.0,21,26,N,1,67.0,M,H,106480.0,5,5,19,37,33
1334,0,25.0,16,76,S,1,74.0,M,H,38184.0,14,43,40,70,127
1335,0,25.0,20,21,N,0,60.0,F,H,38184.0,3,3,19,31,26
1336,1,25.0,18,32,A,0,75.0,F,U,48398.0,3,3,14,35,32
1337,0,10.0,21,54,A,0,75.0,M,H,31318.0,2,5,14,30,41
1338,0,10.0,24,110,A,1,47.0,F,H,25601.0,1,11,13,25,71
1339,1,10.0,4,41,A,1,83.0,M,H,59035.0,10,17,39,70,74
1340,0,9.0,16,113,A,1,81.0,M,H,59035.0,6,20,33,66,126
1341,0,9.0,20,75,S,1,42.0,F,H,39577.0,9,26,18,49,81
1342,0,9.0,23,43,A,1,33.0,M,U,40896.0,9,12,18,49,49
1343,0,9.0,16,44,A,0,69.0,M,H,40896.0,3,7,12,27,30
1344,1,9.0,18,88,S,1,79.0,M,H,46679.0,12,24,20,49,81
1345,1,10.0,16,86,N,1,57.0,M,H,46679.0,13,22,41,72,111
1346,0,4.0,19,67,A,0,85.0,M,U,33556.0,2,10,19,48,71
1347,0,4.0,17,68,A,0,85.0,F,H,35635.0,6,9,18,37,54
1348,0,4.0,16,16,F,0,65.0,F,H,35635.0,1,1,17,22,20
1349,1,4.0,15,129,S,1,57.0,M,H,35635.0,14,62,17,49,114
1350,0,12.0,17,53,S,1,67.0,M,U,35635.0,4,9,21,50,61
1351,1,12.0,16,33,A,1,79.0,M,H,38325.0,10,10,22,47,44
1352,0,15.0,17,86,S,1,65.0,F,H,41426.0,4,24,19,52,97
1353,1,15.0,24,62,A,1,67.0,F,H,41426.0,3,11,18,48,69
1354,1,5.0,17,77,S,1,39.0,M,H,71429.0,4,17,18,47,79
1355,1,20.0,17,41,A,0,48.0,F,H,71429.0,2,4,14,32,41
1356,0,200.0,17,28,A,1,48.0,M,H,71429.0,9,11,19,37,35
1357,1,200.0,17,129,F,1,81.0,M,U,71429.0,7,42,13,40,98
1358,0,10.0,18,63,A,1,70.0,F,U,42660.0,7,22,19,50,76
1359,0,10.0,16,41,A,0,48.0,F,U,42660.0,9,11,27,56,57
1360,0,10.0,19,93,S,1,75.0,F,H,46455.0,11,39,17,47,94
1361,1,10.0,18,115,A,0,40.0,M,H,62714.0,2,17,19,39,99
1362,1,10.0,17,130,S,1,48.0,F,U,38339.0,5,37,17,39,99
1363,0,5.0,19,19,F,0,48.0,M,U,38339.0,1,1,14,19,17
1364,0,5.0,21,53,A,0,48.0,F,H,50289.0,2,5,18,42,54
1365,1,5.0,16,32,S,1,83.0,F,U,37647.0,10,10,17,37,37
1366,0,10.0,20,32,A,1,83.0,F,U,45720.0,9,10,18,39,36
1367,1,10.0,18,125,S,1,57.0,M,U,31250.0,4,18,12,33,77
1368,1,15.0,19,92,S,1,57.0,F,U,31250.0,2,14,17,34,70
1369,0,10.0,19,53,A,0,57.0,M,H,38810.0,3,6,18,34,53
1370,0,10.0,20,89,E,1,57.0,F,U,38810.0,7,16,8,20,49
1371,0,10.0,21,32,A,0,57.0,F,H,51657.0,5,6,18,46,43
1372,1,10.0,15,21,N,1,79.0,F,H,38497.0,4,6,14,23,21
1373,1,30.0,17,113,S,1,76.0,M,U,66514.0,9,30,22,54,106
1374,0,5.0,22,40,A,0,34.0,F,U,66514.0,6,8,18,47,48
1375,0,5.0,18,51,A,0,34.0,M,U,66514.0,2,4,18,36,52
1376,0,5.0,16,16,F,0,34.0,M,U,37091.0,2,2,14,21,17
1377,1,5.0,18,105,S,1,73.0,M,U,47353.0,12,35,18,51,102
1378,1,15.0,4,130,S,1,49.0,M,U,47353.0,8,38,47,74,166
1379,0,10.0,21,52,A,0,49.0,M,H,33884.0,3,4,14,29,41
1380,1,10.0,20,128,A,1,78.0,M,H,31774.0,6,26,17,48,115
1381,0,5.0,16,42,A,0,83.0,F,H,22728.0,6,11,20,51,53
1382,0,5.0,11,104,A,1,61.0,M,H,34364.0,2,12,28,46,86
1383,1,5.0,16,52,A,1,71.0,F,H,54188.0,8,11,17,34,37
1384,0,5.0,18,88,S,1,85.0,M,H,51054.0,11,34,31,60,123
1385,0,5.0,24,124,A,1,75.0,M,H,51054.0,2,18,12,32,63
1386,0,5.0,27,68,A,1,51.0,F,H,51054.0,6,18,17,50,77
1387,1,5.0,16,100,A,0,73.0,F,H,26170.0,9,15,12,39,62
1388,0,6.0,17,128,S,1,73.0,F,U,41842.0,4,23,19,48,95
1389,1,6.0,18,76,S,1,57.0,M,H,41842.0,6,16,17,46,74
1390,1,5.0,4,32,A,1,59.0,F,H,41842.0,10,12,21,46,42
1391,0,15.0,24,24,N,0,59.0,M,U,44876.0,2,2,10,24,21
1392,1,15.0,19,23,N,0,40.0,F,H,44876.0,4,6,19,35,33
1393,1,5.0,16,69,A,0,76.0,F,H,24380.0,8,20,19,52,78
1394,1,15.0,17,17,F,0,37.0,M,H,118275.0,2,2,14,20,17
1395,1,10.0,22,124,A,1,55.0,F,H,33116.0,5,27,16,45,99
1396,0,5.0,20,52,A,0,22.0,F,U,33116.0,2,7,19,39,60
1397,0,5.0,18,43,A,0,22.0,F,H,78060.0,4,7,11,34,36
1398,0,5.0,6,42,A,0,57.0,M,U,78060.0,4,8,27,59,60
1399,1,5.0,17,32,A,0,27.0,M,U,55522.0,7,9,18,36,35
1400,0,15.0,18,127,A,1,27.0,M,U,96067.0,4,21,19,47,97
1401,0,15.0,23,28,A,0,48.0,M,H,88242.0,4,4,19,40,36
1402,0,15.0,26,28,A,0,47.0,F,H,88242.0,1,2,13,26,30
1403,0,15.0,16,125,S,1,46.0,F,U,88242.0,13,72,17,48,115
1404,1,15.0,26,65,A,1,43.0,F,H,27410.0,1,8,13,32,68
1405,1,20.0,15,32,A,0,61.0,M,H,27410.0,3,3,16,34,39
1406,0,10.0,18,35,A,0,53.0,F,H,41213.0,4,4,14,39,36
1407,1,10.0,16,98,A,1,25.0,F,U,41213.0,6,21,21,48,90
1408,0,10.0,18,31,A,0,25.0,M,H,46621.0,3,5,18,37,34
1409,0,10.0,18,48,S,1,44.0,F,U,46621.0,9,14,19,47,47
1410,0,10.0,18,40,A,1,44.0,F,U,43472.0,10,14,19,50,50
1411,1,10.0,16,32,A,1,77.0,F,U,43472.0,7,8,20,38,37
1412,1,20.0,17,104,S,1,77.0,M,H,32760.0,13,32,22,53,104
1413,1,12.0,19,88,S,1,73.0,F,H,35731.0,2,20,12,26,74
1414,1,10.0,19,124,A,1,43.0,M,H,41040.0,5,25,21,51,109
1415,1,10.0,17,105,A,1,59.0,M,U,41040.0,6,20,18,45,96
1416,1,7.0,16,56,A,1,73.0,F,U,41040.0,7,20,19,50,67
1417,0,20.0,18,109,A,1,73.0,M,H,46513.0,4,15,15,38,89
1418,0,20.0,19,99,A,1,73.0,M,U,46513.0,2,11,19,40,92
1419,1,20.0,21,53,A,0,73.0,F,H,35057.0,4,9,19,49,66
1420,1,7.0,18,29,A,1,64.0,M,H,35057.0,7,7,18,36,33
1421,1,5.0,20,76,A,0,78.0,F,U,35057.0,4,10,16,34,49
1422,0,9.0,17,52,S,1,69.0,M,U,35057.0,9,16,20,49,62
1423,1,9.0,16,44,S,1,69.0,F,H,46604.0,11,18,22,52,71
1424,0,35.0,18,101,S,1,69.0,M,U,38242.0,1,13,17,33,82
1425,0,35.0,17,17,F,0,58.0,M,U,30214.0,2,2,18,25,22
1426,1,35.0,7,83,A,0,58.0,M,U,60721.0,2,14,29,53,73
1427,1,10.0,23,126,A,1,78.0,M,U,60721.0,1,29,14,31,95
1428,0,5.0,18,106,A,1,78.0,M,H,37005.0,5,22,21,54,98
1429,1,5.0,16,28,A,1,44.0,F,U,37005.0,6,7,19,40,35
1430,1,10.0,21,26,N,0,44.0,F,H,65784.0,4,4,16,34,30
1431,1,6.0,15,31,A,0,37.0,F,U,65784.0,5,6,17,33,31
1432,0,6.0,17,21,N,0,37.0,M,U,73268.0,4,4,19,31,29
1433,1,6.0,18,45,S,1,37.0,M,U,73268.0,14,25,20,50,62
1434,0,8.0,24,105,A,1,37.0,F,H,43526.0,4,24,16,41,87
1435,1,8.0,17,52,S,1,37.0,M,H,61132.0,10,22,19,52,69
1436,0,10.0,17,23,N,0,39.0,M,U,24955.0,4,4,19,37,33
1437,1,10.0,16,123,S,1,45.0,F,H,71308.0,5,34,19,48,109
1438,1,15.0,15,93,S,1,37.0,F,U,71308.0,8,28,20,50,88
1439,0,5.0,16,16,F,0,37.0,M,H,71308.0,1,1,17,22,20
1440,0,5.0,19,44,A,0,65.0,F,H,43759.0,4,6,18,42,46
1441,0,5.0,16,41,A,0,64.0,F,H,50801.0,8,11,20,50,49
1442,0,5.0,24,29,A,0,25.0,F,H,50801.0,4,4,13,32,30
1443,0,5.0,18,65,A,1,51.0,M,H,31878.0,1,13,19,41,78
1444,1,5.0,16,130,A,1,64.0,F,H,38714.0,9,22,13,37,60
1445,1,25.0,16,16,F,0,54.0,M,H,46910.0,2,2,17,24,20
1446,1,11.0,22,127,S,1,62.0,M,U,37149.0,11,37,19,52,113
1447,0,10.0,19,103,S,1,62.0,M,H,38389.0,2,21,19,39,93
1448,0,10.0,22,67,A,0,51.0,F,U,38389.0,2,8,14,36,63
1449,1,10.0,18,31,A,0,51.0,M,H,38389.0,4,5,18,38,34
1450,1,7.0,16,35,A,1,51.0,F,U,38389.0,10,13,20,47,45
1451,1,8.0,16,44,A,1,51.0,M,U,34970.0,14,20,13,42,48
1452,1,25.0,26,102,A,1,51.0,F,H,26974.0,1,18,17,38,95
1453,0,18.0,18,104,S,1,82.0,M,U,42768.0,6,30,18,43,85
1454,1,18.0,17,63,S,1,41.0,F,U,42768.0,13,36,20,53,84
1455,0,20.0,19,89,S,1,41.0,M,U,42768.0,14,41,20,50,87
1456,0,20.0,17,126,S,1,41.0,F,H,35060.0,4,23,19,49,98
1457,0,20.0,18,41,A,0,53.0,F,H,35060.0,2,4,15,34,36
1458,0,20.0,24,130,A,1,53.0,F,U,35060.0,4,26,14,40,89
1459,0,20.0,20,56,A,0,53.0,F,U,35060.0,2,6,14,33,47
1460,1,20.0,22,29,A,0,53.0,F,H,33421.0,4,4,14,33,31
1461,0,11.0,23,23,N,0,76.0,M,H,57220.0,2,2,11,25,22
1462,1,11.0,18,32,A,1,60.0,M,U,57220.0,8,10,18,46,42
1463,1,15.0,10,99,A,1,77.0,F,H,45691.0,5,16,29,54,92
1464,1,15.0,18,31,A,0,74.0,M,U,45691.0,2,3,18,32,34
1465,0,15.0,26,40,A,1,60.0,M,U,36218.0,4,7,16,44,47
1466,0,15.0,18,44,A,0,75.0,M,U,36218.0,1,2,14,26,35
1467,0,15.0,16,16,F,0,75.0,F,H,41650.0,2,2,16,23,20
1468,1,15.0,17,21,F,0,85.0,M,H,31131.0,1,3,36,42,48
1469,1,5.0,18,42,A,0,71.0,F,U,68750.0,6,8,18,45,45
1470,0,0.0,5,69,A,1,81.0,F,U,68750.0,1,11,39,57,86
1471,1,11.0,7,127,S,1,78.0,F,H,34142.0,8,31,33,54,94
1472,1,20.0,16,81,A,0,70.0,F,H,34142.0,3,12,20,51,78
1473,0,3.0,26,127,A,1,79.0,F,H,26546.0,2,11,13,31,67
1474,0,3.0,17,73,A,1,37.0,M,H,54239.0,6,18,18,47,73
1475,1,3.0,16,90,S,1,50.0,M,U,54239.0,6,22,18,42,73
1476,1,3.0,18,57,S,1,50.0,F,U,54239.0,9,21,11,35,59
1477,0,4.0,18,41,S,1,50.0,F,H,66716.0,8,13,19,47,50
1478,0,4.0,21,81,S,1,75.0,M,H,66716.0,3,9,18,32,61
1479,0,4.0,15,26,N,0,29.0,F,H,46095.0,4,4,14,29,25
1480,0,4.0,20,20,F,0,49.0,F,H,33333.0,1,1,14,21,21
1481,1,4.0,19,41,S,1,62.0,M,U,33333.0,19,24,18,49,50
1482,1,5.0,9,105,A,1,73.0,M,U,36607.0,9,20,29,58,91
1483,0,20.0,19,80,A,0,75.0,M,U,36607.0,6,15,19,48,74
1484,0,20.0,17,33,A,0,75.0,M,H,35598.0,6,6,16,38,36
1485,0,20.0,17,128,S,1,75.0,M,H,44611.0,11,43,18,47,103
1486,1,20.0,8,75,A,0,54.0,M,H,44611.0,2,11,22,51,75
1487,0,15.0,18,29,A,0,78.0,F,U,31354.0,5,6,18,39,35
1488,0,15.0,19,19,F,0,75.0,M,H,41462.0,2,2,16,23,20
1489,1,15.0,6,70,A,0,75.0,F,U,38548.0,5,13,31,64,94
1490,0,30.0,24,112,A,1,73.0,M,H,38548.0,11,59,22,50,140
1491,1,30.0,16,76,A,1,66.0,F,U,38548.0,5,13,19,47,78
1492,0,6.0,15,44,A,0,66.0,M,U,38548.0,4,9,20,53,58
1493,0,6.0,19,31,A,0,66.0,M,U,38548.0,4,4,18,40,35
1494,1,6.0,18,35,A,0,54.0,M,U,38548.0,6,10,18,42,43
1495,0,15.0,19,91,A,0,54.0,F,U,38548.0,3,10,19,47,69
1496,0,15.0,15,56,S,1,67.0,M,U,38548.0,7,16,20,47,67
1497,0,15.0,21,109,S,1,67.0,F,U,38548.0,3,23,16,33,86
1498,0,15.0,24,119,S,1,67.0,M,H,29744.0,10,49,18,49,108
1499,0,15.0,18,104,A,0,75.0,M,U,29744.0,2,12,21,42,92
1500,0,15.0,22,44,A,0,71.0,F,H,59654.0,4,5,14,36,43
1501,1,15.0,15,45,A,1,17.0,F,U,68684.0,7,10,20,49,69
1502,1,50.0,8,53,A,1,74.0,M,H,41338.0,9,17,36,66,80
1503,0,10.0,15,105,S,1,46.0,F,U,41338.0,6,19,18,33,65
1504,0,10.0,16,23,N,0,27.0,F,H,41809.0,2,3,19,31,26
1505,0,10.0,18,75,A,0,45.0,M,U,41972.0,3,6,19,47,65
1506,0,10.0,18,100,S,1,38.0,M,H,42125.0,9,31,20,51,99
1507,0,10.0,17,69,S,1,66.0,F,U,41408.0,10,25,16,46,76
1508,1,10.0,21,131,A,1,63.0,F,U,41408.0,2,23,20,43,113
1509,1,15.0,18,35,A,0,63.0,M,H,53640.0,3,3,14,37,35
1510,0,20.0,16,111,A,0,71.0,M,H,30793.0,7,16,24,47,93
1511,0,20.0,16,63,A,1,23.0,F,U,35000.0,2,20,18,45,74
1512,1,20.0,18,105,A,0,75.0,F,U,49425.0,2,16,19,39,82
1513,1,25.0,16,16,F,0,49.0,M,H,49425.0,2,2,17,24,20
1514,1,5.0,16,92,S,1,57.0,M,H,45096.0,7,26,10,28,64
1515,0,5.0,17,44,S,1,56.0,M,H,45096.0,12,18,19,49,50
1516,0,5.0,26,76,A,0,56.0,M,U,46217.0,3,8,15,42,63
1517,0,5.0,23,23,N,0,52.0,M,H,61834.0,2,2,14,24,21
1518,1,5.0,18,35,A,0,53.0,M,H,61834.0,8,8,19,45,42
1519,1,5.0,15,77,E,1,45.0,F,U,61834.0,9,27,9,21,45
1520,0,10.0,15,42,E,0,45.0,F,U,26583.0,2,4,10,23,32
1521,1,10.0,19,44,A,1,45.0,M,H,30395.0,10,13,18,51,56
1522,0,17.0,19,130,A,0,54.0,F,U,30395.0,6,20,9,35,68
1523,0,17.0,18,43,A,0,54.0,F,H,60000.0,3,5,18,45,44
1524,0,17.0,15,42,A,0,55.0,F,H,60000.0,3,4,14,32,41
1525,1,17.0,16,24,N,1,73.0,M,U,60000.0,8,8,20,35,32
1526,0,22.0,19,19,F,0,73.0,F,U,60000.0,2,2,18,25,21
1527,0,22.0,15,130,S,1,73.0,F,U,37797.0,5,32,18,46,108
1528,1,22.0,15,29,A,0,78.0,M,U,37797.0,4,5,19,40,37
1529,0,3.0,15,113,A,1,41.0,F,U,43867.0,8,20,21,50,90
1530,0,3.0,16,119,S,1,65.0,M,U,43867.0,5,24,20,49,102
1531,1,3.0,19,126,S,1,60.0,F,H,24375.0,19,67,15,45,105
1532,1,4.0,15,105,S,1,62.0,F,H,55326.0,12,38,18,50,101
1533,1,15.0,22,105,A,1,43.0,F,H,55326.0,4,30,18,49,99
1534,1,15.0,27,43,E,0,70.0,F,U,55326.0,1,4,8,16,25
1535,0,10.0,18,65,A,0,70.0,F,U,106652.0,3,10,19,48,65
1536,1,10.0,17,130,S,1,70.0,F,H,39668.0,6,33,19,50,108
1537,1,40.0,25,100,A,0,33.0,F,U,55217.0,2,16,17,48,86
1538,1,10.0,17,88,A,0,33.0,F,U,55217.0,4,12,21,47,78
1539,0,15.0,16,16,F,0,33.0,M,H,48631.0,1,1,17,22,20
1540,0,15.0,19,127,S,1,29.0,F,U,80392.0,6,38,20,53,117
1541,0,15.0,17,45,A,0,29.0,M,U,80392.0,3,5,19,46,49
1542,1,15.0,17,17,F,0,29.0,M,H,51999.0,2,2,15,22,19
1543,1,10.0,18,32,A,0,75.0,M,H,60250.0,8,8,19,47,43
1544,1,20.0,17,17,F,0,85.0,M,H,60250.0,2,2,14,21,17
1545,0,10.0,17,17,F,0,85.0,F,H,54501.0,2,2,14,21,18
1546,0,10.0,15,26,N,0,45.0,M,H,54501.0,5,5,19,36,30
1547,1,10.0,4,130,S,1,49.0,M,U,41418.0,6,31,31,62,122
1548,1,10.0,15,125,A,1,49.0,M,H,48764.0,3,23,18,47,96
1549,0,21.0,18,121,A,1,51.0,F,U,48764.0,2,27,19,39,106
1550,1,21.0,19,24,N,0,51.0,M,H,52419.0,3,3,18,34,29
1551,0,10.0,16,122,S,1,78.0,F,H,41864.0,5,49,10,28,90
1552,0,10.0,16,124,A,1,49.0,F,H,41864.0,6,21,18,49,100
1553,0,10.0,18,65,A,0,50.0,M,U,41864.0,1,6,19,35,67
1554,0,10.0,19,113,A,1,50.0,F,H,56064.0,2,20,19,40,103
1555,0,10.0,15,28,A,1,32.0,F,H,56064.0,7,8,20,38,35
1556,0,10.0,18,67,A,0,60.0,F,H,47396.0,1,7,19,38,73
1557,0,10.0,15,64,A,1,54.0,F,U,60177.0,10,18,20,53,67
1558,1,10.0,16,29,A,1,54.0,M,H,33472.0,8,8,20,42,39
1559,1,35.0,8,121,L,1,54.0,F,H,53357.0,4,15,34,62,115
1560,0,2.0,15,104,A,0,48.0,F,H,53357.0,2,7,17,34,77
1561,0,2.0,15,73,A,1,48.0,F,H,53357.0,3,11,21,37,67
1562,1,2.0,18,126,S,1,67.0,F,U,53357.0,6,25,16,42,88
1563,1,10.0,18,52,S,1,67.0,F,H,47412.0,7,23,12,45,58
1564,0,16.0,26,40,A,1,33.0,F,H,21624.0,7,11,15,46,49
1565,0,16.0,18,129,S,1,57.0,M,H,100406.0,7,43,20,51,114
1566,0,16.0,25,89,S,1,57.0,F,H,100406.0,5,15,18,48,89
1567,0,16.0,15,26,N,1,38.0,M,U,100406.0,4,4,19,36,30
1568,0,16.0,23,23,N,0,77.0,F,H,23443.0,2,2,11,21,18
1569,0,16.0,19,128,A,1,47.0,F,H,45666.0,3,23,19,41,97
1570,0,16.0,21,130,S,1,59.0,F,H,45666.0,10,42,18,47,109
1571,0,16.0,17,29,A,0,23.0,F,U,54763.0,4,4,14,32,30
1572,1,16.0,16,52,A,1,74.0,F,H,52096.0,7,11,18,44,52
1573,0,15.0,17,17,F,0,30.0,F,U,52096.0,2,2,14,21,18
1574,0,15.0,16,129,A,1,75.0,M,H,105120.0,7,24,22,55,113
1575,1,15.0,21,41,A,0,73.0,F,H,45359.0,2,6,16,42,48
1576,0,25.0,24,129,A,1,26.0,M,H,72290.0,6,50,15,44,116
1577,0,25.0,16,53,S,1,26.0,M,H,72290.0,11,21,17,47,62
1578,0,25.0,21,129,S,1,53.0,M,U,72290.0,9,41,16,41,91
1579,1,25.0,24,113,A,1,53.0,F,H,72290.0,6,20,18,48,100
1580,0,10.0,8,126,A,1,75.0,M,H,40089.0,4,31,23,52,112
1581,0,10.0,15,52,E,0,33.0,M,U,40579.0,2,4,12,27,47
1582,0,10.0,21,64,S,1,43.0,F,U,36858.0,6,19,19,49,78
1583,1,10.0,21,87,A,1,48.0,M,U,41770.0,2,10,14,38,74
1584,0,25.0,19,19,F,0,48.0,F,U,57240.0,0,1,15,15,17
1585,1,25.0,18,57,A,0,74.0,F,H,57240.0,2,5,18,37,53
1586,1,5.0,17,105,S,1,49.0,F,H,41330.0,9,32,15,45,98
1587,0,25.0,15,45,S,1,49.0,F,U,41330.0,20,28,19,49,57
1588,0,25.0,27,114,A,0,49.0,M,H,43207.0,2,8,13,39,89
1589,0,25.0,26,89,A,0,49.0,M,U,43207.0,2,8,15,46,71
1590,0,25.0,17,129,S,1,52.0,M,U,43207.0,8,57,13,39,100
1591,1,25.0,18,65,A,0,49.0,M,H,46245.0,1,7,19,37,65
1592,0,25.0,21,65,A,0,49.0,M,H,36521.0,2,6,14,36,56
1593,1,25.0,22,44,A,0,51.0,M,H,41395.0,1,4,18,37,49
1594,0,10.0,21,21,N,0,37.0,F,U,41395.0,2,2,11,21,18
1595,1,10.0,15,29,A,1,43.0,F,H,27700.0,8,9,20,39,35
1596,1,11.0,18,30,A,1,69.0,F,U,27700.0,8,8,18,43,38
1597,1,6.0,17,92,S,1,69.0,M,H,42381.0,12,35,12,42,87
1598,0,3.0,15,75,A,1,80.0,M,H,42381.0,4,15,18,47,71
1599,0,3.0,17,130,S,1,78.0,F,H,25991.0,7,20,17,41,86
1600,1,3.0,15,104,A,0,77.0,F,H,25991.0,6,19,10,23,51
